norm_group	norm	count
ⲧⲱⲛⲉ	ⲧⲱⲛⲉ	1
ⲙⲉⲧⲁⲛⲟⲉⲓ	ⲙⲉⲧⲁⲛⲟⲉⲓ	1
ⲭⲏⲣⲁ	ⲭⲏⲣⲁ	1
ⲙⲱⲩⲥⲏⲥ	ⲙⲱⲩⲥⲏⲥ	1
ⲁⲅⲱⲛⲓⲍⲉ	ⲁⲅⲱⲛⲓⲍⲉ	1
ⲛⲧⲉⲧⲛ	ⲛ	1
ⲕⲟⲥⲙⲟⲥ	ⲕⲟⲥⲙⲟⲥ	1
ϩⲕⲁⲉⲓⲧ	ϩⲕⲁⲉⲓⲧ	1
ⲣⲣⲙⲙⲁⲟ	ⲣⲣⲙⲙⲁⲟ	1
ⲣⲣⲟⲟⲩϣ	ⲣⲣⲟⲟⲩϣ	1
ⲇⲟⲩⲗⲟⲥ	ⲇⲟⲩⲗⲟⲥ	1
ⲙⲛⲧⲁⲧⲛⲟⲩⲧⲉ	ⲙⲛⲧⲁⲧⲛⲟⲩⲧⲉ	1
ⲗⲗⲉⲡⲧⲟⲛ	ⲗⲗⲉⲡⲧⲟⲛ	1
ⲕⲣⲟⲛⲟⲥ	ⲕⲣⲟⲛⲟⲥ	1
ⲉⲣⲉⲡⲉⲩϩⲟⲩⲟ	ⲉⲣⲉ	1
ⲛⲁⲃⲟⲩⲭⲟⲇⲟⲛⲟⲥⲟⲣ	ⲛⲁⲃⲟⲩⲭⲟⲇⲟⲛⲟⲥⲟⲣ	1
[.....]ⲡⲣ[..][....]ⲥ	[.....]ⲡⲣ[..][....]ⲥ	1
ⲙⲛⲧⲥⲛⲟⲟⲩⲥ	ⲙⲛⲧⲥⲛⲟⲟⲩⲥ	1
ϩⲟⲉⲓⲧⲉ	ϩⲟⲉⲓⲧⲉ	1
[...]ⲩ	[...]ⲩ	1
ⲣⲭⲣⲉⲓⲁ	ⲣⲭⲣⲉⲓⲁ	1
ⲁⲧⲛⲟⲩⲧⲉ	ⲁⲧⲛⲟⲩⲧⲉ	1
ⲉϣⲱⲡⲉ	ⲉϣⲱⲡⲉ	1
ⲉϩⲟⲩⲉ	ⲉϩⲟⲩⲉ	1
ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ	1
ϩⲣⲁⲭⲏⲗ	ϩⲣⲁⲭⲏⲗ	1
ⲥⲁⲧⲁⲛⲁⲥ	ⲥⲁⲧⲁⲛⲁⲥ	1
ϫⲓϫⲉⲉⲩⲉ	ϫⲓϫⲉⲉⲩⲉ	1
ϩⲧⲟⲟⲩⲉ	ϩⲧⲟⲟⲩⲉ	1
ⲥⲁⲣⲕⲓⲕⲟⲥ	ⲥⲁⲣⲕⲓⲕⲟⲥ	1
ⲙⲛⲧⲛⲟⲩⲧⲉ	ⲙⲛⲧⲛⲟⲩⲧⲉ	1
ⲇⲁⲓⲙⲱⲛⲓⲟⲛ	ⲇⲁⲓⲙⲱⲛⲓⲟⲛ	1
ⲥⲉⲛⲟⲩⲑⲓⲟⲩ	ⲥⲉⲛⲟⲩⲑⲓⲟⲩ	1
ⲟⲩⲉⲓⲛⲉ	ⲟⲩⲉⲓⲛⲉ	1
ⲥⲁⲙⲯⲱⲛ	ⲥⲁⲙⲯⲱⲛ	1
ⲥⲁⲛⲟⲩϣ	ⲥⲁⲛⲟⲩϣ	1
[.....]	[.....]	1
[....]ⲥ	[....]ⲥ	1
ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ	ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ	1
ⲛϩⲟⲩⲛ	ⲛϩⲟⲩⲛ	1
ϩⲉⲑⲛⲓⲕⲟⲥ	ϩⲉⲑⲛⲓⲕⲟⲥ	1
ⲡⲉⲓⲣⲁⲍⲉ	ⲡⲉⲓⲣⲁⲍⲉ	1
ⲣϣⲡⲏⲣⲉ	ⲣϣⲡⲏⲣⲉ	1
ⲇⲓⲁⲃⲟⲗⲟⲥ	ⲇⲓⲁⲃⲟⲗⲟⲥ	1
ⲥⲁⲭⲑⲁⲛⲉⲓ	ⲥⲁⲭⲑⲁⲛⲉⲓ	1
ϩⲣⲉⲃⲉⲕⲕⲁ	ϩⲣⲉⲃⲉⲕⲕⲁ	1
ϣⲁϩⲟⲩⲛ	ϣⲁϩⲟⲩⲛ	1
ϣⲁϩⲣⲁⲓ	ϣⲁϩⲣⲁⲓ	1
[....]ϫⲉ	[....]ϫⲉ	1
ⲡⲁ[…]ϥⲟϭⲉ	ⲡⲁ[…]ϥⲟϭⲉ	1
ⲉⲛⲉⲣⲅⲉⲓ	ⲉⲛⲉⲣⲅⲉⲓ	1
ⲛⲥⲁⲃⲏⲗ	ⲛⲥⲁⲃⲏⲗ	1
 ⲥⲟⲡ[.]	ⲥⲟⲡ[.]	1
ⲟⲩⲉϩⲥⲁϩⲛⲉ	ⲟⲩⲉϩⲥⲁϩⲛⲉ	1
ⲉⲣϣⲁⲛ	ⲉⲣϣⲁⲛ	1
 	 	1
ϥ	ϥ	1
ϯ	ϯ	1
..	..	1
ⲁ	ⲁ	1
ⲉ	ⲉ	1
ⲓ	ⲓ	1
ⲛ	ⲛ	1
ⲟ	ⲟ	1
ⲣ	ⲣ	1
ⲥ	ⲥ	1
ⲧ	ⲧ	1
ⲩ	ⲩ	1
ⲱ	ⲱ	1
ⲻ	ⲻ	1
ϣⲁ	ϣⲁ	1
ϥⲓ	ϥⲓ	1
ϩⲉ	ϩⲉ	1
ϩⲛ	ϩⲛ	1
ϫⲓ	ϫⲓ	1
ϫⲛ	ϫⲛ	1
ϭⲉ	ϭⲉ	1
…ⲛ	…ⲛ	1
ⲁϣ	ⲁϣ	1
ⲉⲧ	ⲉⲧ	1
ⲏⲡ	ⲏⲡ	1
ⲕⲱ	ⲕⲱ	1
ⲙⲉ	ⲙⲉ	1
ⲙⲏ	ⲙⲏ	1
ⲙⲛ	ⲙⲛ	1
ⲙⲡ	ⲙⲡ	1
ⲛⲁ	ⲛⲁ	1
ⲛⲉ	ⲛⲉ	1
ⲛⲏ	ⲛⲏ	1
ⲟⲩ	ⲟⲩ	1
ⲡⲉ	ⲡⲉ	1
ⲣⲱ	ⲣⲱ	1
ⲥⲉ	ⲥⲉ	1
ⲥⲟ	ⲥⲟ	1
ⲧⲉ	ⲧⲉ	1
ⲧⲛ	ⲧⲛ	1
ⲧⲟ	ⲧⲟ	1
ϣϣⲉ	ϣϣⲉ	1
ϣϥⲉ	ϣϥⲉ	1
ⲡⲁⲛⲧⲱⲥ	ⲡⲁⲛⲧⲱⲥ	1
ϣⲃⲣ	ϣⲃⲣ	1
ϣⲱⲗ	ϣⲱⲗ	1
ϣⲱⲥ	ϣⲱⲥ	1
ϩⲏⲧ	ϩⲏⲧ	1
ϩⲕⲟ	ϩⲕⲟ	1
ϩⲙⲥ	ϩⲙⲥ	1
ϩⲛⲁ	ϩⲛⲁ	1
ϩⲛⲟ	ϩⲛⲟ	1
ϩⲧⲏ	ϩⲧⲏ	1
ϩⲱⲃ	ϩⲱⲃ	1
ϩⲱⲛ	ϩⲱⲛ	1
ϩⲱⲥ	ϩⲱⲥ	1
ϩⲱⲱ	ϩⲱⲱ	1
ϫⲓⲛ	ϫⲓⲛ	1
ϫⲱⲕ	ϫⲱⲕ	1
ϭⲟⲗ	ϭⲟⲗ	1
ⲉⲓⲙⲏⲧⲓ	ⲉⲓⲙⲏⲧⲓ	1
ⲁⲡⲁⲧⲁ	ⲁⲡⲁⲧⲁ	1
ⲁⲣⲓⲕⲉ	ⲁⲣⲓⲕⲉ	1
ⲁⲩⲧⲟⲩ	ⲁⲩⲧⲟⲩ	1
ⲙⲛⲧⲧⲉⲗⲓⲟⲥ	ⲙⲛⲧⲧⲉⲗⲓⲟⲥ	1
ⲃⲃⲣⲣⲉ	ⲃⲃⲣⲣⲉ	1
[.]ⲙ	[.]ⲙ	1
[.]ⲛ	[.]ⲛ	1
ⲉⲡⲁϩⲟⲩ	ⲉⲡⲁϩⲟⲩ	1
ⲃⲁⲡⲧⲓⲥⲙⲁ	ⲃⲁⲡⲧⲓⲥⲙⲁ	1
[...]ⲟⲧⲡ	[...]ⲟⲧⲡ	1
ⲅⲣⲁⲫⲏ	ⲅⲣⲁⲫⲏ	1
ⲁⲛⲁⲕⲣⲓⲛⲉ	ⲁⲛⲁⲕⲣⲓⲛⲉ	1
ⲁⲛⲇⲣⲉⲁⲥ	ⲁⲛⲇⲣⲉⲁⲥ	1
ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	ϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ	1
ⲥϩⲟⲩⲟⲣⲧ	ⲥϩⲟⲩⲟⲣⲧ	1
ⲥⲩⲛⲍⲏⲧⲏⲧⲏⲥ	ⲥⲩⲛⲍⲏⲧⲏⲧⲏⲥ	1
ⲉⲗⲱⲉⲓ	ⲉⲗⲱⲉⲓ	1
ⲉⲙⲁⲧⲉ	ⲉⲙⲁⲧⲉ	1
ⲕⲁϩⲏⲩ	ⲕⲁϩⲏⲩ	1
ⲉⲛⲧⲟⲗⲏ	ⲉⲛⲧⲟⲗⲏ	1
ⲉⲫⲣⲉⲙ	ⲉⲫⲣⲉⲙ	1
ⲕⲟⲓⲛⲱⲛⲟⲥ	ⲕⲟⲓⲛⲱⲛⲟⲥ	1
ⲑⲉⲟⲇⲟⲣⲟⲥ	ⲑⲉⲟⲇⲟⲣⲟⲥ	1
ⲁϩⲉ	ⲁϩⲉ	1
ⲉϥⲓ	ⲉϥⲓ	1
ⲉϫⲛ	ⲉϫⲛ	1
ⲉϫⲱ	ⲉϫⲱ	1
ⲛϥⲓ	ⲛϥⲓ	1
ⲛϫⲓ	ⲛϫⲓ	1
ⲟϣⲉ	ⲟϣⲉ	1
ⲩϣⲏ	ⲩϣⲏ	1
ⲁⲣⲁ	ⲁⲣⲁ	1
ⲃⲱⲕ	ⲃⲱⲕ	1
ⲃⲱⲗ	ⲃⲱⲗ	1
ⲅⲁⲣ	ⲅⲁⲣ	1
ⲉⲓⲉ	ⲉⲓⲉ	1
ⲉⲓⲥ	ⲉⲓⲥ	1
ⲉⲛⲉ	ⲉⲛⲉ	1
ⲉⲣⲉ	ⲉⲣⲉ	1
ⲉⲧⲉ	ⲉⲧⲉ	1
ⲉⲧⲓ	ⲉⲧⲓ	1
ⲏⲣⲡ	ⲏⲣⲡ	1
ⲛⲉϥ	ⲛⲉϥ	1
ⲛⲏϫ	ⲛⲏϫ	1
ⲛⲟϭ	ⲛⲟϭ	1
ⲕⲁⲛ	ⲕⲁⲛ	1
ⲟⲧϩ	ⲟⲧϩ	1
ⲕⲱⲧ	ⲕⲱⲧ	1
ⲡⲱϩ	ⲡⲱϩ	1
ⲗⲱⲕ	ⲗⲱⲕ	1
ⲙⲁⲓ	ⲙⲁⲓ	1
ⲙⲁⲣ	ⲙⲁⲣ	1
ⲙⲉⲛ	ⲙⲉⲛ	1
ⲙⲏⲣ	ⲙⲏⲣ	1
ⲙⲧⲟ	ⲙⲧⲟ	1
ⲥⲏϣ	ⲥⲏϣ	1
ⲥⲏϩ	ⲥⲏϩ	1
ⲛⲁⲓ	ⲛⲁⲓ	1
ⲛⲁⲩ	ⲛⲁⲩ	1
ⲛⲉⲛ	ⲛⲉⲛ	1
ⲛⲏⲩ	ⲛⲏⲩ	1
ⲛⲟⲓ	ⲛⲟⲓ	1
ⲛⲟⲩ	ⲛⲟⲩ	1
ⲛⲥⲱ	ⲛⲥⲱ	1
ⲛⲧⲁ	ⲛⲧⲁ	1
ⲛⲧⲉ	ⲛⲧⲉ	1
ⲟⲩⲛ	ⲟⲩⲛ	1
ⲡⲁⲓ	ⲡⲁⲓ	1
ⲡⲉⲛ	ⲡⲉⲛ	1
ⲡⲏⲧ	ⲡⲏⲧ	1
ⲡⲱⲛ	ⲡⲱⲛ	1
ⲡⲱⲥ	ⲡⲱⲥ	1
ⲡⲱⲧ	ⲡⲱⲧ	1
ⲣⲁⲧ	ⲣⲁⲧ	1
ⲣⲱⲧ	ⲣⲱⲧ	1
ⲥⲟⲛ	ⲥⲟⲛ	1
ⲥⲟⲡ	ⲥⲟⲡ	1
ⲱⲛϩ	ⲱⲛϩ	1
ⲧⲉⲓ	ⲧⲉⲓ	1
ⲧⲏⲙ	ⲧⲏⲙ	1
ⲧⲏⲣ	ⲧⲏⲣ	1
ⲧⲟⲩ	ⲧⲟⲩ	1
ⲧⲱⲙ	ⲧⲱⲙ	1
ⲧⲱⲛ	ⲧⲱⲛ	1
ⲧⲱⲧ	ⲧⲱⲧ	1
ⲱⲇⲏ	ⲱⲇⲏ	1
ⲱⲛⲉ	ⲱⲛⲉ	1
ⲣⲉϥⲣⲛⲟⲃⲉ	ⲣⲉϥⲣⲛⲟⲃⲉ	1
ⲉⲡⲉⲓⲇⲏ	ⲉⲡⲉⲓⲇⲏ	1
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲥ	ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲥ	1
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲱⲥ	ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲱⲥ	1
ⲙⲉⲧⲁⲛⲟⲓ	ⲙⲉⲧⲁⲛⲟⲓ	1
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ	1
ⲙⲛⲧⲁⲧⲥⲱⲧⲙ	ⲙⲛⲧⲁⲧⲥⲱⲧⲙ	1
ϩⲩⲡⲏⲣⲉⲧⲏⲥ	ϩⲩⲡⲏⲣⲉⲧⲏⲥ	1
ⲓⲱⲥⲏⲫ	ⲓⲱⲥⲏⲫ	1
ⲕⲁⲕⲱⲥ	ⲕⲁⲕⲱⲥ	1
ⲕⲁⲗⲱⲥ	ⲕⲁⲗⲱⲥ	1
ⲡⲓⲥⲧⲉⲩⲉ	ⲡⲓⲥⲧⲉⲩⲉ	1
ⲉⲧⲃⲏⲏⲧ	ⲉⲧⲃⲏⲏⲧ	1
ⲟⲩϫⲁⲓ	ⲟⲩϫⲁⲓ	1
ⲕⲣⲓⲛⲉ	ⲕⲣⲓⲛⲉ	1
ⲡⲣⲟⲥⲕⲁⲣⲧⲉⲣⲉⲓ	ⲡⲣⲟⲥⲕⲁⲣⲧⲉⲣⲉⲓ	1
ⲙⲛⲧϫⲱⲱⲣⲉ	ⲙⲛⲧϫⲱⲱⲣⲉ	1
[.....]ⲩⲟ	[.....]ⲩⲟ	1
ⲑⲉⲱⲫⲓⲗⲟⲥ	ⲑⲉⲱⲫⲓⲗⲟⲥ	1
ⲗⲩⲡⲉⲓ	ⲗⲩⲡⲉⲓ	1
ⲁⲗⲉⲝⲁⲛⲇⲣⲟⲥ	ⲁⲗⲉⲝⲁⲛⲇⲣⲟⲥ	1
ⲁⲗⲁⲥⲥⲁ	ϩⲁⲗⲁⲥⲥⲁ	1
ⲙⲙⲁⲁⲩ	ⲙⲙⲁⲁⲩ	1
ⲙⲙⲁⲧⲉ	ⲙⲙⲁⲧⲉ	1
ⲙⲙⲏⲛⲉ	ⲙⲙⲏⲛⲉ	1
ⲙⲙⲟⲟⲩ	ⲙⲙⲟⲟⲩ	1
ⲃⲏⲑⲥⲁⲓⲇⲁ	ⲃⲏⲑⲥⲁⲓⲇⲁ	1
ⲙⲟⲛⲟⲛ	ⲙⲟⲛⲟⲛ	1
ⲉⲩⲫⲣⲁⲛⲉ	ⲉⲩⲫⲣⲁⲛⲉ	1
ⲥⲁϩⲛⲉ	ⲥⲁϩⲛⲉ	1
ⲥⲁϩⲟⲩ	ⲥⲁϩⲟⲩ	1
ⲙⲱⲅⲓⲥ	ⲙⲱⲅⲓⲥ	1
ⲛⲉⲃⲟⲗ	ⲛⲉⲃⲟⲗ	1
ⲡⲛⲟⲩⲧⲉ	ⲡⲛⲟⲩⲧⲉ	1
ⲧⲁϫⲣⲟ	ⲧⲁϫⲣⲟ	1
ⲛⲧⲟⲗⲏ	ⲛⲧⲟⲗⲏ	1
ⲛⲧⲟⲟⲩ	ⲛⲧⲟⲟⲩ	1
ⲛⲧⲱⲧⲛ	ⲛⲧⲱⲧⲛ	1
ⲟⲩⲁϩⲙ	ⲟⲩⲁϩⲙ	1
ⲟⲩⲁⲁⲃ	ⲟⲩⲁⲁⲃ	1
ⲟⲩⲛⲧⲉ	ⲟⲩⲛⲧⲉ	1
ⲟⲩⲱⲛϩ	ⲟⲩⲱⲛϩ	1
ϫ[ⲉ]	ϫ[ⲉ]	1
ⲡⲁⲗⲓⲛ	ⲡⲁⲗⲓⲛ	1
ⲡⲓⲛⲟⲩ	ⲡⲓⲛⲟⲩ	1
ⲓⲟⲩⲇⲁⲥ	ⲓⲟⲩⲇⲁⲥ	1
ⲡⲗⲁⲛⲁ	ⲡⲗⲁⲛⲁ	1
ⲉⲛⲱⲭⲗⲉⲓ	ⲉⲛⲱⲭⲗⲉⲓ	1
ⲣⲟⲩϩⲉ	ⲣⲟⲩϩⲉ	1
ⲣⲟⲟⲩϣ	ⲣⲟⲟⲩϣ	1
ⲣⲟⲟⲩⲧ	ⲣⲟⲟⲩⲧ	1
ⲥⲙⲟⲛⲧ	ⲥⲙⲟⲛⲧ	1
ⲥⲟⲫⲓⲁ	ⲥⲟⲫⲓⲁ	1
ⲡⲧⲁⲉⲓⲟ	ⲡⲧⲁⲉⲓⲟ	1
ⲁⲙⲁϩⲧⲉ	ⲁⲙⲁϩⲧⲉ	1
ⲧⲁⲙⲓⲟ	ⲧⲁⲙⲓⲟ	1
ⲧⲏⲛⲟⲩ	ⲧⲏⲛⲟⲩ	1
ⲧⲏⲩⲧⲛ	ⲧⲏⲩⲧⲛ	1
ⲧⲟⲗⲙⲁ	ⲧⲟⲗⲙⲁ	1
ⲧⲟⲛⲟⲩ	ⲧⲟⲛⲟⲩ	1
ⲫⲁⲣⲁⲱ	ⲫⲁⲣⲁⲱ	1
ϣⲁϫⲉ	ϣⲁϫⲉ	1
ϥⲱϭⲉ	ϥⲱϭⲉ	1
ϩⲓϩⲏ	ϩⲓϩⲏ	1
ⲙⲁⲗⲓⲥⲧⲁ	ⲙⲁⲗⲓⲥⲧⲁ	1
ϣⲏⲣⲉ	ϣⲏⲣⲉ	1
ϣⲓⲡⲉ	ϣⲓⲡⲉ	1
ϣⲗⲏⲗ	ϣⲗⲏⲗ	1
ϣⲙⲙⲟ	ϣⲙⲙⲟ	1
ϣⲟⲣⲡ	ϣⲟⲣⲡ	1
ϣⲟⲩⲟ	ϣⲟⲩⲟ	1
ϣⲧⲁⲙ	ϣⲧⲁⲙ	1
ϣⲱⲱⲧ	ϣⲱⲱⲧ	1
ϩⲁⲧⲏ	ϩⲁⲧⲏ	1
ϩⲓⲧⲛ	ϩⲓⲧⲛ	1
ϩⲟⲩo	ϩⲟⲩo	1
ϩⲟⲗϭ	ϩⲟⲗϭ	1
ϩⲟⲣϣ	ϩⲟⲣϣ	1
ϩⲣⲏϭ	ϩⲣⲏϭ	1
ϩⲣⲟϣ	ϩⲣⲟϣ	1
ϩⲟⲟⲩ	ϩⲟⲟⲩ	1
ϩⲟⲧⲉ	ϩⲟⲧⲉ	1
ϩⲟⲩⲟ	ϩⲟⲩⲟ	1
ϩⲣⲁⲓ	ϩⲣⲁⲓ	1
ϩⲱⲟⲩ	ϩⲱⲟⲩ	1
ϫⲓⲥⲉ	ϫⲓⲥⲉ	1
ϫⲡⲓⲟ	ϫⲡⲓⲟ	1
ϭⲛⲁⲧ	ϭⲛⲁⲧ	1
ϭⲟⲗⲡ	ϭⲟⲗⲡ	1
ϭⲱⲛⲧ	ϭⲱⲛⲧ	1
ϯⲟⲩⲱ	ϯⲟⲩⲱ	1
ⲭⲱⲣⲓⲥ	ⲭⲱⲣⲓⲥ	1
ⲉⲝⲁⲡⲁⲧⲁ	ⲉⲝⲁⲡⲁⲧⲁ	1
ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ	ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ	1
ⲁⲡⲉⲓⲗⲉⲓ	ⲁⲡⲉⲓⲗⲉⲓ	1
ⲁⲛⲧⲱⲛⲓⲟⲥ	ⲁⲛⲧⲱⲛⲓⲟⲥ	1
ⲉⲝⲉⲥⲧⲉⲓ	ⲉⲝⲉⲥⲧⲉⲓ	1
ⲙⲙⲓⲛⲙⲙⲟ	ⲙⲙⲓⲛⲙⲙⲟ	1
ⲙⲉⲥⲟⲩⲁⲫⲓ	ⲙⲉⲥⲟⲩⲁⲫⲓ	1
ⲏⲥⲁⲓⲁⲥ	ⲏⲥⲁⲓⲁⲥ	1
ⲍⲉⲃⲉⲇⲁⲓⲟⲥ	ⲍⲉⲃⲉⲇⲁⲓⲟⲥ	1
ⲡⲉⲩϩⲟⲩⲟ	ⲡⲉⲩ	1
ⲛ̅ⲧⲟϥ	ⲛⲧⲟϥ	1
ϩⲣⲁⲃⲃⲉⲓ	ϩⲣⲁⲃⲃⲉⲓ	1
ϭⲙϭⲟⲙ	ϭⲙϭⲟⲙ	1
ϣⲁⲃⲟⲗ	ϣⲁⲃⲟⲗ	1
ϣⲉⲉⲣⲉ	ϣⲉⲉⲣⲉ	1
ϣⲙⲟⲩⲛ	ϣⲙⲟⲩⲛ	1
ϣⲟⲙⲛⲧ	ϣⲟⲙⲛⲧ	1
ϣⲟⲟⲩⲉ	ϣⲟⲟⲩⲉ	1
ϣⲱⲡⲉ`	ϣⲱⲡⲉ`	1
ⲕⲁⲥⲓⲁⲛⲟⲥ	ⲕⲁⲥⲓⲁⲛⲟⲥ	1
ⲛⲁⲩ	ⲛⲁ|ⲩ	82
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ	82
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ	70
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ	55
ⲛⲁϥ	ⲛⲁ|ϥ	53
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ	46
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ	44
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ	35
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ	30
ⲉⲧⲙⲙⲁⲩ	ⲉⲧ|ⲙⲙⲁⲩ	26
ⲛⲏⲧⲛ	ⲛⲏ|ⲧⲛ	25
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ	23
ⲛⲥⲱϥ	ⲛⲥⲱ|ϥ	19
ⲛⲁⲩ	ⲛⲁ|ⲩ	18
ⲛⲙⲙⲁϥ	ⲛⲙⲙⲁ|ϥ	17
ⲡⲉⲭⲣⲓⲥⲧⲟⲥ	ⲡⲉ|ⲭⲣⲓⲥⲧⲟⲥ	17
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ	17
ⲉⲧⲃⲉⲡⲁⲓ	ⲉⲧⲃⲉ|ⲡⲁⲓ	17
ⲛϩⲏⲧϥ	ⲛϩⲏⲧ|ϥ	16
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ	15
ⲧⲏⲣϥ	ⲧⲏⲣ|ϥ	15
ⲉⲣⲱⲧⲛ	ⲉⲣⲱ|ⲧⲛ	13
ⲙⲙⲟⲓ	ⲙⲙⲟ|ⲓ	13
ⲛⲁϥ	ⲛⲁ|ϥ	12
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ	12
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ	12
ⲡⲟⲩⲁ	ⲡ|ⲟⲩⲁ	12
ⲛⲙⲙⲁⲩ	ⲛⲙⲙⲁ|ⲩ	12
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ	12
ⲡϣⲏⲣⲉ	ⲡ|ϣⲏⲣⲉ	12
ⲡⲛⲟⲩⲧⲉ	ⲡ|ⲛⲟⲩⲧⲉ	11
ⲙⲙⲱⲧⲛ	ⲙⲙⲱ|ⲧⲛ	11
ⲛϩⲏⲧⲧⲏⲩⲧⲛ	ⲛϩⲏⲧ|ⲧⲏⲩⲧⲛ	11
ⲡⲉϫⲁⲩ	ⲡⲉϫⲁ|ⲩ	10
ⲧⲏⲣⲥ	ⲧⲏⲣ|ⲥ	10
ⲡⲉⲡⲛⲉⲩⲙⲁ	ⲡⲉ|ⲡⲛⲉⲩⲙⲁ	10
ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ	ⲛ|ⲁⲕⲁⲑⲁⲣⲧⲟⲛ	9
ⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲛⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ	9
ⲛⲣⲱⲙⲉ	ⲛ|ⲣⲱⲙⲉ	9
ⲛϩⲏⲧⲟⲩ	ⲛϩⲏⲧ|ⲟⲩ	9
ⲛⲁⲛ	ⲛⲁ|ⲛ	8
ⲛⲁⲩ	ⲛⲁ|ⲩ	8
ⲛⲓⲟⲩⲇⲁⲓ	ⲛ|ⲓⲟⲩⲇⲁⲓ	8
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ	8
ⲛⲙⲙⲉ	ⲛⲙⲙ|ⲉ	8
ⲛⲇⲓⲕⲁⲓⲟⲥ	ⲛ|ⲇⲓⲕⲁⲓⲟⲥ	8
ⲛϣⲏⲣⲉ	ⲛ|ϣⲏⲣⲉ	8
ⲛϩⲙϩⲁⲗ	ⲛ|ϩⲙϩⲁⲗ	8
ⲛϭⲓⲓⲏⲥⲟⲩⲥ	ⲛϭⲓ|ⲓⲏⲥⲟⲩⲥ	8
ⲡⲙⲏⲏϣⲉ	ⲡ|ⲙⲏⲏϣⲉ	8
ⲛⲗⲁⲁⲩ	ⲛ|ⲗⲁⲁⲩ	8
ⲛⲁⲕ	ⲛⲁ|ⲕ	7
ⲉⲣⲁⲧⲟⲩ	ⲉⲣⲁⲧ|ⲟⲩ	7
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ	7
ⲛⲁⲥⲛⲏⲩ	ⲛⲁ|ⲥⲛⲏⲩ	7
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ	7
ⲙⲙⲟⲕ	ⲙⲙⲟ|ⲕ	7
ϯϫⲱ	ϯ|ϫⲱ	7
ⲛⲓⲱϩⲁⲛⲛⲏⲥ	ⲛ|ⲓⲱϩⲁⲛⲛⲏⲥ	7
ⲛϩⲁϩ	ⲛ|ϩⲁϩ	7
ⲛϩⲏⲧ	ⲛ|ϩⲏⲧ	7
ⲛϩⲉ	ⲛ|ϩⲉ	7
ⲧϩⲉ	ⲧ|ϩⲉ	7
ⲛϩⲏⲧⲟⲩ	ⲛϩⲏⲧ|ⲟⲩ	7
ⲛⲁϥ	ⲛⲁ|ϥ	6
ⲛⲁⲓ	ⲛⲁ|ⲓ	6
ⲛⲁⲕ	ⲛⲁ|ⲕ	6
ⲛⲁⲥ	ⲛⲁ|ⲥ	6
ϫⲉⲛⲧⲟⲕ	ϫⲉ|ⲛⲧⲟⲕ	6
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ	6
ⲉⲣⲱⲧⲛ	ⲉⲣⲱ|ⲧⲛ	6
ⲙⲙⲟⲛ	ⲙⲙⲟ|ⲛ	6
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ	6
ⲛⲉⲗⲟⲟⲗⲉ	ⲛ|ⲉⲗⲟⲟⲗⲉ	6
ⲛϩⲟⲟⲩ	ⲛ|ϩⲟⲟⲩ	6
ⲙⲙⲏⲏϣⲉ	ⲙ|ⲙⲏⲏϣⲉ	6
ⲛⲁϣⲱⲡⲉ	ⲛⲁ|ϣⲱⲡⲉ	6
