#ⲱ	V	-
ϩⲱⲙ	V	-
ϩⲱⲙⲟⲓⲱⲥ	ADV	-
ϩⲱⲛ	V	-
ϩⲱⲛⲧ	V	-
ϩⲱⲟⲩ	V	-
ϩⲱⲡ	V	-
ϩⲱⲣϭ	V	-
ϩⲱⲣⲃ	V	-
ϩⲱⲣⲓⲅⲉⲛⲏⲥ	N	-
ϩⲱⲣⲥⲓⲉⲥⲓⲟⲥ	N	-
ϩⲱⲣⲥⲓⲏⲥⲓⲟⲥ	N	-
ϩⲱⲥ	CONJ	-
ϩⲱⲥⲇⲉ	CONJ	-
ϩⲱⲥⲧⲉ	CONJ	-
ϩⲱⲧⲃ	V	-
ϩⲱⲧⲡ	V	-
ϩⲱⲱ	IMOD	-
ϫⲁϩⲙ	V	-
ϫⲁϩⲙ	V	-
ϫⲁϫ	N	-
ϫⲁϫⲉ	N	-
ϫⲁϫⲱ	V	-
ϫⲁⲉⲓⲉ	N	-
ϫⲁⲓⲉ	N	-
ϫⲁⲓⲏ	N	-
ϫⲁⲥⲓϩⲏⲧ	N	-
ϫⲁⲥⲧ	V	-
ϫⲁⲥⲧⲉ	V	-
ϫⲁⲧϥⲉ	N	-
ϫⲁⲧⲃⲉ	N	-
ϫⲁⲩⲙⲟⲉⲓⲧ	N	-
ϫⲁⲩⲙⲟⲓⲧ	N	-
ϫⲉ	CONJ	-
ϫⲉ	V	-
ϫⲉϭⲟⲗ	V	-
ϫⲉⲕ	V	-
ϫⲉⲕϫⲓⲕ	V	-
ϫⲉⲕⲁⲥ	CONJ	-
ϫⲉⲛⲙⲙⲟⲛ	CONJ	-
ϫⲉⲟⲩⲁ	V	-
ϫⲉⲡ	N	-
ϫⲉⲣⲟ	V	-
ϫⲉⲣⲱ	V	-
ϫⲉⲣⲱϥ	V	-
ϫⲉⲩ	V	-
ϫⲏϩ	V	-
ϫⲏⲕ	V	-
ϫⲏⲣ	V	-
ϫⲏⲩⲛϭⲟⲛⲥ	V	-
ϫⲓ	ADV	-
ϫⲓ	PREP	-
ϫⲓ	V	-
ϫⲓϣⲓⲡⲉ	V	-
ϫⲓϣⲕⲁⲕⲉⲃⲟⲗ	V	-
ϫⲓϩ	N	-
ϫⲓϩⲁⲡ	V	-
ϫⲓϩⲟ	V	-
ϫⲓϩⲣⲃ	V	-
ϫⲓϫⲉⲉⲩⲉ	N	-
ϫⲓϫⲉⲩⲉ	N	-
ϫⲓϭⲟⲗ	V	-
ϫⲓϯ	N	-
ϫⲓϯⲡⲉ	V	-
ϫⲓⲁⲉⲓⲕ	N	-
ϫⲓⲕⲃⲁ	N	-
ϫⲓⲙⲟⲉⲓⲧ	V	-
ϫⲓⲛ	ADV	-
ϫⲓⲛ	PREP	-
ϫⲓⲛϣⲟⲣⲡ	ADV	-
ϫⲓⲛϭⲟⲛⲥ	N	-
ϫⲓⲛⲉ	PREP	-
ϫⲓⲛⲉⲡⲉⲩⲟⲉⲓϣ	ADV	-
ϫⲓⲛⲉⲡⲉⲩⲟⲉⲓϣⲉⲧⲙⲙⲁⲩ	ADV	-
ϫⲓⲛⲙ	PREP	-
ϫⲓⲛⲙⲙⲟⲛ	CONJ	-
ϫⲓⲛⲛ	PREP	-
ϫⲓⲛⲛϣⲟⲣⲡ	ADV	-
ϫⲓⲛⲧⲁ	CONJ	-
ϫⲓⲛⲧⲉⲛⲟⲩ	ADV	-
ϫⲓⲟⲟⲣ	V	-
ϫⲓⲟⲩⲁ	V	-
ϫⲓⲟⲩⲉ	V	-
ϫⲓⲡⲟⲩⲱ	V	-
ϫⲓⲥϩⲓⲙⲉ	V	-
ϫⲓⲥⲃⲱ	V	-
ϫⲓⲥⲉ	V	-
ϫⲓⲥⲉⲛϩⲏⲧ	V	-
ϫⲓⲥⲙⲟⲩ	V	-
ϫⲓⲥⲱϣ	V	-
ϫⲓⲧ	V	-
ϫⲓⲧⲓⲡⲉ	V	-
ϫⲓⲧⲟ	V	-
ϫⲛⲁⲁⲩ	N	-
ϫⲛⲉ	V	-
ϫⲛⲙⲙⲟⲛ	CONJ	-
ϫⲛⲟⲩ	V	-
ϫⲟ	V	-
ϫⲟⲉⲓⲥ	N	-
ϫⲟⲉⲓⲧ	N	-
ϫⲟⲓ	N	-
ϫⲟⲕ	V	-
ϫⲟⲕⲉⲣ	V	-
ϫⲟⲕⲣ	V	-
ϫⲟⲛⲧ	V	-
ϫⲟⲟ	V	-
ϫⲟⲟⲃⲉ	V	-
ϫⲟⲟⲗⲉⲥ	N	-
ϫⲟⲟⲣ	V	-
ϫⲟⲟⲣ	V	-
ϫⲟⲟⲣⲉ	V	-
ϫⲟⲟⲣⲉ	V	-
ϫⲟⲟⲩ	V	-
ϫⲟⲟⲩⲉⲣⲁⲧ	V	-
ϫⲟⲟⲩⲧ	N	-
ϫⲟⲥⲉ	V	-
ϫⲟⲩϩⲉ	V	-
ϫⲟⲩⲥⲛⲟⲟⲩⲥ	N	-
ϫⲟⲩⲧ	N	-
ϫⲟⲩⲧⲁϥⲧⲉ	N	-
ϫⲟⲩⲧⲏ	N	-
ϫⲟⲩⲧⲥⲛⲟⲟⲩⲥ	N	-
ϫⲟⲩⲱⲧⲉ	N	-
ϫⲟⲩⲱⲧⲛϣⲉ	N	-
ϫⲡ	N	-
ϫⲡⲉ	V	-
ϫⲡⲓⲉ	V	-
ϫⲡⲓⲟ	V	-
ϫⲡⲟ	V	-
ϫⲣⲁⲉⲓⲧ	V	-
ϫⲣⲟ	V	-
ϫⲣⲟⲉⲓⲧ	V	-
ϫⲣⲟⲡ	N	-
ϫⲧⲟ	V	-
ϫⲱ	N	-
ϫⲱ	V	-
ϫⲱϩ	V	-
ϫⲱϩⲙ	V	-
ϫⲱϭⲉ	V	-
ϫⲱⲕ	V	-
ϫⲱⲕⲉⲃⲟⲗ	V	-
ϫⲱⲕⲙ	V	-
ϫⲱⲕⲣ	V	-
ϫⲱⲗϫ	V	-
ϫⲱⲙⲙⲟⲟⲩ	V	-
ϫⲱⲛⲧ	V	-
ϫⲱⲣ	V	-
ϫⲱⲣⲉⲙ	V	-
ϫⲱⲣⲙ	V	-
ϫⲱⲧⲉ	V	-
ϫⲱⲱⲙⲉ	N	-
ϫⲱⲱⲣⲉ	V	-
ϭⲁⲗⲉ	V	-
ϭⲁⲗⲱⲟⲩ	V	-
ϭⲁⲗⲱⲱ	V	-
ϭⲁⲙⲟⲩⲗ	N	-
ϭⲃϣⲁ	N	-
ϭⲃⲃⲉ	V	-
ϭⲃⲟⲉⲓ	N	-
ϭⲃⲟⲓ	N	-
ϭⲉ	ART	-
ϭⲉⲃ	V	-
ϭⲉⲃⲃⲉ	V	-
ϭⲉⲉⲧ	V	-
ϭⲉⲗⲉ	V	-
ϭⲉⲗⲙⲁⲓ	N	-
ϭⲉⲗⲡ	V	-
ϭⲉⲛ	V	-
ϭⲉⲛⲑⲉⲛ	V	-
ϭⲉⲛⲧ	V	-
ϭⲉⲡ	V	-
ϭⲉⲡⲏ	V	-
ϭⲉⲣⲁϭⲉ	N	-
ϭⲉⲣⲱϥ	N	-
ϭⲉⲣⲱⲃ	N	-
ϭⲏⲡ	V	-
ϭⲏⲩ	V	-
ϭⲓϫ	N	-
ϭⲓⲃⲱⲧⲟⲥ	N	-
ϭⲓⲏⲛⲃⲁⲁⲙⲡⲉ	N	-
ϭⲓⲙⲙⲟⲟϣⲉ	N	-
ϭⲓⲛϣⲁϫⲉ	N	-
ϭⲓⲛϣⲙϣⲉ	N	-
ϭⲓⲛϩⲉ	N	-
ϭⲓⲛϭⲱⲣ	N	-
ϭⲓⲛⲃⲱⲕ	N	-
ϭⲓⲛⲉ	V	-
ϭⲓⲛⲉⲓ	N	-
ϭⲓⲛⲉⲙⲡϣⲓⲛⲉ	V	-
ϭⲓⲛⲉⲣϩⲱⲃ	N	-
ϭⲓⲛⲙⲓϣⲉ	N	-
ϭⲓⲛⲟⲩⲱⲙ	N	-
ϭⲓⲛⲟⲩⲱⲱⲙ	N	-
ϭⲓⲛⲣϩⲱⲃ	N	-
ϭⲓⲛⲥϩⲁⲓ	N	-
ϭⲓⲛⲥⲁⲁⲛϣ	N	-
ϭⲓⲛⲥⲩⲛⲁⲅⲉ	N	-
ϭⲓⲛⲥⲱ	N	-
ϭⲓⲛⲱ	N	-
ϭⲓⲛⲱϣ	N	-
ϭⲓⲛⲱⲛϩ	N	-
ϭⲗⲙⲁⲓ	N	-
ϭⲗⲟⲙⲗⲉⲙ	N	-
ϭⲗⲟⲙⲗⲙ	N	-
ϭⲗⲟⲟϭⲉ	N	-
ϭⲗⲟⲟⲧⲉ	N	-
ϭⲗⲟⲧⲉ	N	-
ϭⲗⲡ	V	-
ϭⲗⲱⲱⲧ	N	-
ϭⲙ	V	-
ϭⲙϭⲟⲙ	V	-
ϭⲙⲡϣⲓⲛⲉ	V	-
ϭⲛ	V	-
ϭⲛⲁⲣⲓⲕⲉ	V	-
ϭⲛⲑⲉⲙ	V	-
ϭⲛⲑⲉⲛ	V	-
ϭⲛⲟⲛ	V	-
ϭⲛⲣⲁⲧ	V	-
ϭⲛⲧ	V	-
ϭⲟϫϥ	V	-
ϭⲟϫϭⲉϫ	V	-
ϭⲟϫⲃ	V	-
ϭⲟⲉⲓⲗⲉ	V	-
ϭⲟⲓⲗⲉ	V	-
ϭⲟⲗ	N	-
ϭⲟⲗϫ	V	-
ϭⲟⲗⲡ	V	-
ϭⲟⲗⲡ	V	-
ϭⲟⲙ	N	-
ϭⲟⲙϭⲉⲙ	V	-
ϭⲟⲙϭⲙ	V	-
ϭⲟⲛⲥ	N	-
ϭⲟⲛⲧ	V	-
ϭⲟⲟⲗⲉ	V	-
ϭⲟⲟⲗⲉ	V	-
ϭⲟⲟⲙ	N	-
ϭⲟⲟⲙⲉ	N	-
ϭⲟⲟⲩⲛⲉ	N	-
ϭⲟⲡ	V	-
ϭⲟⲣϣ	V	-
ϭⲟⲣϭⲥ	N	-
ϭⲟⲥⲙ	V	-
ϭⲟⲧ	N	-
ϭⲣⲏⲡⲉ	N	-
ϭⲣⲟϭ	N	-
ϭⲣⲟⲙⲡⲉ	N	-
ϭⲣⲟⲛⲟⲥ	N	-
ϭⲣⲟⲟϭ	N	-
ϭⲣⲟⲟⲙⲡⲉ	N	-
ϭⲣⲱϩ	N	-
ϭⲱ	V	-
ϭⲱϣⲧ	V	-
ϭⲱϫⲃ	V	-
ϭⲱⲃ	N	-
ϭⲱⲗⲡ	V	-
ϭⲱⲛⲧ	N	-
ϭⲱⲟⲩ	V	-
ϭⲱⲡⲉ	V	-
ϭⲱⲡⲧ	V	-
ϭⲱⲣϣ	V	-
ϭⲱⲣϭ	V	-
ϭⲱⲧϩ	V	-
ϭⲱⲧⲡ	V	-
ϭⲱⲧⲣ	V	-
ϭⲱⲱⲃⲉ	V	-
ϭⲱⲱⲙⲉ	V	-
ϯ	N	-
ϯ	V	-
ϯ	PPER	-
ϯϩⲉ	V	-
ϯϩⲧⲏ	V	-
ϯϭⲟⲙ	V	-
ϯⲁⲕⲱⲛⲉⲓ	V	-
ϯⲉ	N	-
ϯⲉⲓϥⲧ	V	-
ϯⲉⲟⲟⲩ	V	-
ϯⲑⲉ	V	-
ϯⲗⲟⲅⲟⲥ	V	-
ϯⲙⲉ	N	-
ϯⲙⲡⲉϥⲟⲩⲟⲉⲓ	V	-
ϯⲙⲡⲉϥⲟⲩⲟⲓ	V	-
ϯⲙⲡⲉⲕⲟⲩⲟⲉⲓ	V	-
ϯⲙⲡⲉⲕⲟⲩⲟⲓ	V	-
ϯⲙⲡⲉⲛⲟⲩⲟⲉⲓ	V	-
ϯⲙⲡⲉⲛⲟⲩⲟⲓ	V	-
ϯⲙⲡⲉⲥⲟⲩⲟⲉⲓ	V	-
ϯⲙⲡⲉⲥⲟⲩⲟⲓ	V	-
ϯⲙⲡⲉⲩⲟⲩⲟⲉⲓ	V	-
ϯⲙⲡⲉⲩⲟⲩⲟⲓ	V	-
ϯⲙⲧⲟⲛ	V	-
ϯⲛⲁⲁⲕⲉ	V	-
ϯⲛⲟⲩϭⲥ	V	-
ϯⲟⲩ	N	-
ϯⲟⲩⲃⲉ	V	-
ϯⲟⲩⲛϣⲉ	N	-
ϯⲟⲩⲛϣⲟ	N	-
ϯⲟⲩⲟⲉⲓ	V	-
ϯⲟⲩⲟⲓ	V	-
ϯⲟⲩⲱ	V	-
ϯⲡⲁⲟⲩⲟⲓ	V	-
ϯⲡⲉ	N	-
ϯⲡⲉϥⲟⲩⲟⲉⲓ	V	-
ϯⲡⲉϥⲟⲩⲟⲓ	V	-
ϯⲡⲉⲕⲟⲩⲟⲉⲓ	V	-
ϯⲡⲉⲕⲟⲩⲟⲓ	V	-
ϯⲡⲉⲛⲟⲩⲟⲉⲓ	V	-
ϯⲡⲉⲛⲟⲩⲟⲓ	V	-
ϯⲡⲉⲥⲟⲩⲟⲉⲓ	V	-
ϯⲡⲉⲥⲟⲩⲟⲓ	V	-
ϯⲡⲉⲩⲟⲩⲟⲉⲓ	V	-
ϯⲡⲉⲩⲟⲩⲟⲓ	V	-
ϯⲡⲓ	V	-
ϯⲣⲁⲛ	V	-
ϯⲣⲏⲛⲏ	N	-
ϯⲥⲃⲱ	V	-
ϯⲥⲟ	V	-
ϯⲧⲟⲟⲧ	V	-
ϯⲧⲟⲟⲧⲟⲩ	V	-
ϯⲧⲱⲛ	N	-
ϯⲱⲛϩ	V	-
ϯⲱⲧⲉ	N	-
ⲁ	A	-
ⲁϣ	N	-
ⲁϣⲁϩⲟⲙ	N	-
ⲁϣⲉ	V	-
ⲁϣⲏ	N	-
ⲁϣⲟⲉⲓϣ	N	-
ⲁϣⲧ	V	-
ⲁϥ	N	-
ⲁϩⲉ	V	-
ⲁϩⲉⲣⲁⲧ	V	-
ⲁϩⲟⲣⲁⲧⲟⲥ	N	-
ⲁϩⲣⲟ	VBD	-
ⲁϩⲣⲱ	VBD	-
ⲁϩⲱⲙ	N	-
ⲁϩⲱⲱⲣ	N	-
ⲁϫⲓ	V	-
ⲁϫⲙ	PREP	-
ⲁϫⲛ	PREP	-
ⲁϫⲛⲧ	PREP	-
ⲁϫⲛⲱϫⲛ	ADV	-
ⲁϭⲃⲉⲥ	N	-
ⲁϭⲃⲥ	N	-
ⲁϭⲣⲏⲛ	N	-
ⲁⲁ	V	-
ⲁⲁϥ	V	-
ⲁⲁⲣⲱⲛ	N	-
ⲁⲃⲁⲅⲟⲩⲙ	N	-
ⲁⲃⲁⲕⲟⲩⲙ	N	-
ⲁⲃⲃⲁ	N	-
ⲁⲃⲉⲛⲛⲏⲣ	N	-
ⲁⲃⲓⲙⲉⲗⲉⲭ	N	-
ⲁⲃⲓⲣⲱⲛ	N	-
ⲁⲃⲓⲥⲁⲗⲱⲙ	N	-
ⲁⲃⲟⲟⲩⲉ	N	-
ⲁⲃⲣⲁϩⲁⲙ	N	-
ⲁⲃⲱ	N	-
ⲁⲃⲱⲕ	N	-
ⲁⲅⲁⲅⲓⲟⲥ	N	-
ⲁⲅⲁⲑⲟⲛ	N	-
ⲁⲅⲁⲑⲟⲛⲓⲕⲟⲥ	N	-
ⲁⲅⲁⲑⲟⲥ	N	-
ⲁⲅⲁⲑⲱⲛⲓⲕⲟⲥ	N	-
ⲁⲅⲁⲕⲓⲟⲥ	N	-
ⲁⲅⲁⲗⲙⲁ	N	-
ⲁⲅⲁⲡⲏ	N	-
ⲁⲅⲅⲉⲗⲟⲥ	N	-
ⲁⲅⲉⲗⲏ	N	-
ⲁⲅⲉⲛⲛⲏⲧⲟⲥ	N	-
ⲁⲅⲓⲟⲛ	N	-
ⲁⲅⲕⲩⲣⲁ	N	-
ⲁⲅⲙⲏ	N	-
ⲁⲅⲟⲛⲓⲁ	N	-
ⲁⲅⲟⲣⲁ	N	-
ⲁⲅⲣⲓⲟⲛ	N	-
ⲁⲅⲣⲓⲟⲥ	N	-
ⲁⲅⲣⲓⲡⲡⲁⲥ	N	-
ⲁⲅⲱⲅⲏ	N	-
ⲁⲅⲱⲛ	N	-
ⲁⲅⲱⲛⲓⲍⲉ	V	-
ⲁⲇⲁⲙ	N	-
ⲁⲇⲓⲕⲉⲓ	V	-
ⲁⲇⲓⲕⲟⲛ	N	-
ⲁⲇⲓⲕⲟⲥ	N	-
ⲁⲉⲓⲕ	N	-
ⲁⲏⲣ	N	-
ⲁⲑⲁⲛⲁⲥⲓⲟⲥ	N	-
ⲁⲑⲉⲧⲉⲓ	V	-
ⲁⲑⲏⲧ	N	-
ⲁⲑⲱⲣ	N	-
ⲁⲓⲛⲓⲅⲙⲁ	N	-
ⲁⲓⲥⲑⲁⲛⲉ	V	-
ⲁⲓⲥⲑⲏⲧⲏⲣⲓⲟⲛ	N	-
ⲁⲓⲧⲉⲓ	V	-
ⲁⲓⲧⲏⲙⲁ	N	-
ⲁⲓⲧⲓⲁ	N	-
ⲁⲓⲧⲓⲟⲥ	N	-
ⲁⲓⲭⲙⲁⲗⲟⲧⲓⲍⲉ	V	-
ⲁⲓⲭⲙⲁⲗⲟⲧⲟⲥ	N	-
ⲁⲓⲭⲙⲁⲗⲱⲥⲓⲁ	N	-
ⲁⲓⲭⲙⲁⲗⲱⲧⲓⲍⲉ	V	-
ⲁⲓⲭⲙⲁⲗⲱⲧⲟⲥ	N	-
ⲁⲓⲱⲛ	N	-
ⲁⲓⲱⲛⲓⲟⲛ	N	-
ⲁⲕⲁⲅⲓⲟⲥ	N	-
ⲁⲕⲁⲑⲁⲣⲥⲓⲁ	N	-
ⲁⲕⲁⲑⲁⲣⲧⲟⲛ	N	-
ⲁⲕⲁⲑⲁⲣⲧⲟⲥ	N	-
ⲁⲕⲁⲓⲣⲟⲛ	N	-
ⲁⲕⲁⲕⲓⲟⲥ	N	-
ⲁⲕⲁⲛⲁⲕⲧⲓ	V	-
ⲁⲕⲉⲗⲇⲁⲙⲁⲭ	N	-
ⲁⲕⲉⲗⲧⲁⲙⲁⲭ	N	-
ⲁⲕⲓⲛⲏⲧⲟⲛ	N	-
ⲁⲕⲣⲓⲃⲓⲁ	N	-
ⲁⲕⲣⲓⲟⲛ	N	-
ⲁⲕⲣⲟⲁⲧⲏⲥ	N	-
ⲁⲕⲣⲱⲁⲧⲏⲥ	N	-
ⲁⲕⲧⲓⲛ	N	-
ⲁⲗⲉ	V	-
ⲁⲗⲉⲝⲁⲛⲇⲣⲉⲩⲥ	N	-
ⲁⲗⲉⲝⲁⲛⲇⲣⲟⲥ	N	-
ⲁⲗⲏⲑⲉⲓⲁ	N	-
ⲁⲗⲏⲑⲓⲛⲏ	N	-
ⲁⲗⲏⲑⲓⲛⲟⲛ	N	-
ⲁⲗⲏⲑⲱⲥ	ADV	-
ⲁⲗⲏⲩ	V	-
ⲁⲗⲓⲑⲓⲛⲏ	N	-
ⲁⲗⲕⲥ	N	-
ⲁⲗⲗⲁ	CONJ	-
ⲁⲗⲗⲏⲅⲟⲣⲉⲓ	V	-
ⲁⲗⲟⲟⲩⲉ	N	-
ⲁⲗⲟⲩ	N	-
ⲁⲗⲱⲧ	V	-
ⲁⲙⲁϩⲧⲉ	V	-
ⲁⲙⲉⲗⲉⲓ	V	-
ⲁⲙⲉⲗⲉⲓⲁ	N	-
ⲁⲙⲉⲗⲓ	V	-
ⲁⲙⲉⲗⲓⲁ	N	-
ⲁⲙⲏⲉⲓ	V	-
ⲁⲙⲏⲉⲓⲛ	V	-
ⲁⲙⲏⲉⲓⲧⲛ	V	-
ⲁⲙⲏⲓ	V	-
ⲁⲙⲏⲓⲧⲛ	V	-
ⲁⲙⲙⲱⲧⲓⲟⲛ	N	-
ⲁⲙⲛⲧⲉ	N	-
ⲁⲙⲟⲩ	V	-
ⲁⲙⲟⲩⲧⲉ	V	-
ⲁⲙⲫⲓⲁⲍⲉ	V	-
ⲁⲛ	NEG	-
ⲁⲛϩⲁⲗⲓⲥⲕⲉ	V	-
ⲁⲛϩⲟⲗⲟⲙⲁ	N	-
ⲁⲛϩⲟⲥⲓⲟⲥ	N	-
ⲁⲛϫⲱϫ	N	-
ⲁⲛϯⲛⲱⲟⲩ	N	-
ⲁⲛⲁϣ	N	-
ⲁⲛⲁⲅⲕⲁⲍⲉ	V	-
ⲁⲛⲁⲅⲕⲁⲓⲟⲛ	N	-
ⲁⲛⲁⲅⲕⲏ	N	-
ⲁⲛⲁⲅⲛⲱⲥⲧⲏⲥ	N	-
ⲁⲛⲁⲅⲛⲱⲥⲧⲓⲕⲟⲛ	N	-
ⲁⲛⲁⲑⲉⲙⲁ	N	-
ⲁⲛⲁⲑⲉⲙⲁⲧⲓⲍⲉ	V	-
ⲁⲛⲁⲑⲏⲙⲁ	N	-
ⲁⲛⲁⲕⲁⲗⲉⲓ	V	-
ⲁⲛⲁⲛⲉⲩⲉ	V	-
ⲁⲛⲁⲡⲁⲩⲥⲓⲥ	N	-
ⲁⲛⲁⲥⲧⲁⲥⲓⲥ	N	-
ⲁⲛⲁⲥⲧⲣⲉⲫⲩ	V	-
ⲁⲛⲁⲥⲧⲣⲟⲫⲏ	N	-
ⲁⲛⲁⲧⲟⲗⲏ	N	-
ⲁⲛⲁⲧⲟⲗⲓⲟⲥ	N	-
ⲁⲛⲁⲩ	V	-
ⲁⲛⲁⲫⲟⲣⲁ	N	-
ⲁⲛⲁⲭⲟⲣⲉⲓ	V	-
ⲁⲛⲁⲭⲱⲣⲉⲓ	V	-
ⲁⲛⲁⲭⲱⲣⲏⲥⲓⲥ	N	-
ⲁⲛⲁⲭⲱⲣⲏⲧⲏⲥ	N	-
ⲁⲛⲁⲭⲱⲣⲓ	V	-
ⲁⲛⲁⲭⲱⲣⲓⲧⲏⲥ	N	-
ⲁⲛⲅ	PPER	-
ⲁⲛⲇⲓⲕⲉⲓⲙⲉⲛⲟⲥ	N	-
ⲁⲛⲇⲓⲕⲓⲙⲉⲛⲟⲥ	N	-
ⲁⲛⲇⲣⲉⲁⲥ	N	-
ⲁⲛⲉⲭⲉ	V	-
ⲁⲛⲍⲏⲃ	N	-
ⲁⲛⲍⲏⲃⲉ	N	-
ⲁⲛⲑⲓⲙⲟⲥ	N	-
ⲁⲛⲓ	V	-
ⲁⲛⲓⲭⲉ	V	-
ⲁⲛⲛⲱⲛⲁ	N	-
ⲁⲛⲟⲏⲧⲟⲥ	N	-
ⲁⲛⲟⲕ	PPER	-
ⲁⲛⲟⲙⲓⲁ	N	-
ⲁⲛⲟⲙⲟⲛ	N	-
ⲁⲛⲟⲙⲟⲥ	N	-
ⲁⲛⲟⲛ	PPER	-
ⲁⲛⲟⲭⲏ	N	-
ⲁⲛⲧⲓ	PREP	-
ⲁⲛⲧⲓϩⲣⲏⲥⲓⲥ	N	-
ⲁⲛⲧⲓⲅⲣⲁⲫⲟⲛ	N	-
ⲁⲛⲧⲓⲕⲉⲓⲙⲉⲛⲟⲥ	N	-
ⲁⲛⲧⲓⲕⲓⲙⲉⲛⲟⲥ	N	-
ⲁⲛⲧⲓⲗⲉⲅⲉ	V	-
ⲁⲛⲧⲓⲗⲟⲅⲓⲁ	N	-
ⲁⲛⲧⲓⲛⲟⲟⲩ	N	-
ⲁⲛⲧⲓⲟⲭⲓⲁ	N	-
ⲁⲛⲧⲓⲭⲣⲓⲥⲧⲟⲥ	N	-
ⲁⲛⲧⲱⲛⲓⲟⲥ	N	-
ⲁⲝⲓⲟⲥⲁⲝⲓⲟⲥⲁⲝⲓⲟⲥ	N	-
ⲁⲝⲓⲟⲩ	V	-
ⲁⲝⲓⲱⲙⲁ	N	-
ⲁⲝⲓⲱⲙⲁⲧⲓⲕⲟⲥ	N	-
ⲁⲝⲟⲛ	N	-
ⲁⲟⲩⲏⲧ	N	-
ⲁⲡϩⲟⲩ	N	-
ⲁⲡⲁ	N	-
ⲁⲡⲁⲅⲅⲉⲓⲗⲉ	V	-
ⲁⲡⲁⲑⲏⲥ	N	-
ⲁⲡⲁⲓⲧⲉⲓ	V	-
ⲁⲡⲁⲛⲧⲁ	V	-
ⲁⲡⲁⲛⲧⲏⲙⲁ	N	-
ⲁⲡⲁⲣⲭⲏ	N	-
ⲁⲡⲁⲧⲁ	V	-
ⲁⲡⲁⲧⲏ	N	-
ⲁⲡⲉ	N	-
ⲁⲡⲉⲓⲗⲏ	N	-
ⲁⲡⲏⲩⲉ	N	-
ⲁⲡⲓⲥⲧⲓⲁ	N	-
ⲁⲡⲓⲥⲧⲟⲛ	N	-
ⲁⲡⲓⲥⲧⲟⲥ	N	-
ⲁⲡⲟⲅⲣⲁⲫⲟⲛ	N	-
ⲁⲡⲟⲅⲣⲩⲫⲟⲛ	N	-
ⲁⲡⲟⲇⲉⲓⲝⲓⲥ	N	-
ⲁⲡⲟⲇⲉⲝⲓⲥ	N	-
ⲁⲡⲟⲇⲏⲅⲙⲁ	N	-
ⲁⲡⲟⲇⲏⲙⲉⲓ	V	-
ⲁⲡⲟⲕⲁⲑⲓⲥⲧⲁ	V	-
ⲁⲡⲟⲕⲟⲗⲗⲁ	V	-
ⲁⲡⲟⲕⲣⲁⲫⲟⲛ	N	-
ⲁⲡⲟⲕⲣⲓⲛⲉⲥⲑⲁⲓ	V	-
ⲁⲡⲟⲕⲣⲓⲥⲓⲥ	N	-
ⲁⲡⲟⲕⲣⲩⲫⲟⲛ	N	-
ⲁⲡⲟⲗⲁⲩⲉ	V	-
ⲁⲡⲟⲗⲁⲩⲥⲓⲥ	N	-
ⲁⲡⲟⲗⲗⲟⲛ	N	-
ⲁⲡⲟⲗⲗⲱ	N	-
ⲁⲡⲟⲗⲗⲱⲛ	N	-
ⲁⲡⲟⲗⲟⲅⲓⲁ	N	-
ⲁⲡⲟⲗⲟⲅⲓⲍⲉ	V	-
ⲁⲡⲟⲙⲉⲣⲟⲩⲥ	ADV	-
ⲁⲡⲟⲥⲧⲏⲑⲓⲍⲉ	V	-
ⲁⲡⲟⲥⲧⲏⲑⲟⲩⲥ	ADV	-
ⲁⲡⲟⲥⲧⲟⲗⲓⲕⲏ	N	-
ⲁⲡⲟⲥⲧⲟⲗⲓⲕⲟⲛ	N	-
ⲁⲡⲟⲥⲧⲟⲗⲓⲕⲟⲥ	N	-
ⲁⲡⲟⲥⲧⲟⲗⲟⲥ	N	-
ⲁⲡⲟⲧ	N	-
ⲁⲡⲟⲧⲁⲥⲥⲉ	V	-
ⲁⲡⲟⲫⲁⲥⲓⲥ	N	-
ⲁⲡⲣⲁⲅⲓⲁ	N	-
ⲁⲡⲱⲗⲗⲟⲛ	N	-
ⲁⲡⲱⲗⲗⲱ	N	-
ⲁⲡⲱⲗⲗⲱⲛ	N	-
ⲁⲣϣⲓⲛ	N	-
ⲁⲣⲁ	CONJ	-
ⲁⲣⲅⲟⲛ	N	-
ⲁⲣⲉⲥⲕⲉ	V	-
ⲁⲣⲉⲧⲏ	N	-
ⲁⲣⲏⲃ	N	-
ⲁⲣⲏⲩ	CONJ	-
ⲁⲣⲓ	V	-
ⲁⲣⲓⲁⲛⲟⲥ	N	-
ⲁⲣⲓⲑⲙⲟⲥ	N	-
ⲁⲣⲓⲕⲉ	N	-
ⲁⲣⲓⲟⲥ	N	-
ⲁⲣⲓⲣⲉ	V	-
ⲁⲣⲓⲥⲧⲁ	V	-
ⲁⲣⲓⲥⲧⲟⲇⲉⲗⲏⲥ	N	-
ⲁⲣⲓⲥⲧⲟⲛ	N	-
ⲁⲣⲓⲥⲧⲟⲧⲉⲗⲏⲥ	N	-
ⲁⲣⲓⲫⲟⲣⲟⲥ	N	-
ⲁⲣⲕⲁⲇⲓⲟⲥ	N	-
ⲁⲣⲛⲁ	V	-
ⲁⲣⲝ	N	-
ⲁⲣⲟϣ	N	-
ⲁⲣⲟⲟⲩⲉ	N	-
ⲁⲣⲥⲉⲛⲓⲟⲥ	N	-
